+
1 15
2 2 58
1 1 59
2 1 60
1 2 61
2 2 62
2 1 63
1 1 64
2 2 65
2 2 66
2 2 67
1 1 68
2 2 69
2 1 70
2 2 71
1 1 72
2 2 73
2 1 74
1 2 75
2 2 76
1 2 77
2 2 78
1 1 79
2 2 80
2 2 81
2 1 82
1 2 83
2 2 84
2 1 85
1 1 86
+
3 4
2 4 0
1 4 1
1 3 2
1 2 3
1 3 4
3 3 5
3 3 6
+
8 15
3 15 0
6 13 1
4 15 2
2 4 3
4 4 4
7 4 5
2 3 6
5 15 7
6 6 8
2 11 9
5 13 10
2 1 11
2 15 12
6 10 13
3 9 14
5 5 15
6 8 16
4 10 17
3 15 18
5 6 19
4 4 20
3 12 21
1 3 22
8 15 23
7 8 24
8 12 25
8 6 26
5 3 27
5 2 28
7 7 29
1 6 30
2 13 31
4 6 32
2 13 33
2 10 34
7 2 35
6 12 36
2 9 37
5 13 38
2 10 39
5 10 40
1 4 41
7 1 42
8 3 43
6 3 44
8 1 45
5 10 46
4 12 47
4 6 48
7 1 49
8 12 50
6 8 51
5 9 52
4 12 53
7 11 54
5 2 55
3 14 56
7 13 57
2 13 58
4 12 59
3 5 60
7 3 61
7 14 62
5 14 63
1 10 64
8 2 65
7 2 66
4 6 67
5 10 68
2 9 69
1 2 70
6 5 71
1 6 72
1 1 73
2 5 74
4 13 75
3 6 76
7 12 77
7 15 78
5 10 79
3 11 80
6 7 81
8 3 82
2 11 83
4 8 84
4 13 85
+
11 11
1 4 0
2 2 1
4 3 2
10 4 3
6 10 4
9 7 5
8 9 6
3 2 7
10 6 8
8 4 9
3 10 10
7 5 11
1 1 12
5 10 13
6 3 14
1 7 15
4 6 16
6 4 17
4 6 18
7 6 19
9 3 20
11 5 21
7 5 22
11 9 23
10 10 24
1 10 25
11 1 26
11 4 27
1 10 28
11 1 29
9 1 30
+
7 7
1 5 0
3 5 1
6 7 2
7 2 3
4 6 4
6 3 5
4 4 6
5 3 7
1 4 8
2 4 9
1 5 10
4 3 11
3 4 12
7 3 13
3 3 14
1 4 15
7 2 16
1 1 17
3 2 18
6 3 19
2 5 20
3 5 21
7 5 22
6 2 23
4 7 24
2 4 25
2 2 26
2 4 27
3 6 28
1 5 29
3 3 30
5 2 31
+
14 13
1 9 0
4 2 1
6 4 2
14 2 3
3 11 4
10 8 5
5 3 6
6 11 7
9 5 8
10 7 9
2 8 10
1 4 11
7 1 12
4 13 13
3 2 14
13 9 15
12 8 16
10 13 17
8 9 18
4 8 19
7 6 20
11 11 21
1 3 22
5 11 23
9 4 24
10 11 25
13 6 26
1 11 27
11 10 28
1 5 29
10 8 30
3 8 31
13 6 32
5 5 33
4 10 34
1 8 35
10 9 36
5 7 37
5 10 38
5 13 39
7 2 40
5 7 41
7 13 42
+
17 13
14 7 0
15 8 1
3 10 2
12 2 3
15 8 4
4 4 5
13 2 6
17 8 7
11 6 8
7 2 9
13 3 10
16 8 11
4 8 12
15 3 13
16 4 14
17 9 15
13 10 16
12 9 17
12 9 18
5 4 19
4 13 20
7 5 21
1 4 22
+
2 11
2 5 0
1 11 1
1 6 2
1 2 3
2 4 4
1 2 5
1 2 6
1 4 7
2 1 8
2 6 9
2 1 10
1 11 11
1 2 12
1 5 13
1 10 14
2 5 15
1 2 16
2 3 17
1 1 18
1 4 19
2 8 20
1 5 21
2 8 22
1 3 23
1 11 24
1 2 25
1 5 26
1 8 27
+
2 6
2 3 0
2 5 1
2 4 2
1 5 3
2 6 4
2 3 5
2 2 6
2 3 7
2 1 8
2 2 9
2 1 10
2 6 11
2 5 12
1 5 13
2 3 14
2 2 15
2 1 16
2 3 17
1 3 18
2 1 19
1 6 20
1 6 21
1 2 22
2 2 23
2 6 24
2 2 25
2 1 26
2 3 27
1 6 28
1 3 29
2 1 30
2 1 31
2 2 32
1 5 33
1 3 34
1 5 35
2 4 36
1 3 37
1 5 38
2 4 39
1 5 40
2 4 41
2 4 42
1 3 43
1 4 44
1 4 45
1 6 46
2 4 47
2 4 48
2 4 49
1 5 50
2 3 51
1 3 52
1 3 53
2 4 54
1 6 55
1 5 56
1 2 57
2 6 58
2 5 59
2 6 60
2 3 61
1 5 62
2 5 63
1 4 64
1 2 65
2 2 66
2 5 67
1 1 68
2 4 69
1 5 70
1 5 71
1 1 72
1 1 73
1 5 74
1 5 75
1 6 76
2 2 77
2 1 78
2 3 79
1 5 80
2 6 81
2 4 82
1 1 83
1 6 84
1 2 85
1 6 86
2 4 87
1 2 88
2 2 89
2 5 90
1 3 91
2 3 92
1 5 93
2 4 94
2 5 95
2 6 96
1 6 97
1 1 98
+
14 1
13 1 0
10 1 1
10 1 2
+
6 12
5 8 0
4 5 1
1 8 2
3 10 3
2 8 4
5 9 5
5 3 6
2 4 7
2 3 8
2 1 9
6 8 10
5 10 11
3 8 12
4 1 13
1 1 14
4 4 15
4 5 16
2 1 17
1 9 18
1 6 19
5 10 20
3 8 21
5 7 22
6 4 23
5 8 24
2 8 25
5 2 26
+
14 14
6 4 0
5 5 1
3 5 2
2 13 3
8 3 4
4 12 5
9 11 6
11 13 7
6 12 8
1 13 9
3 5 10
10 2 11
+
16 15
15 1 0
8 2 1
9 5 2
15 11 3
5 13 4
9 5 5
6 8 6
13 11 7
3 5 8
8 4 9
13 12 10
7 11 11
3 14 12
4 8 13
14 3 14
3 1 15
3 11 16
6 15 17
5 14 18
8 7 19
15 15 20
6 10 21
7 4 22
9 13 23
16 11 24
12 5 25
5 7 26
11 4 27
11 1 28
10 5 29
5 2 30
11 5 31
14 8 32
12 6 33
8 14 34
3 15 35
2 6 36
8 2 37
16 15 38
1 1 39
10 7 40
10 5 41
16 2 42
3 5 43
11 15 44
14 15 45
7 10 46
3 15 47
3 14 48
4 10 49
8 5 50
8 8 51
6 5 52
4 5 53
6 1 54
4 15 55
6 13 56
11 9 57
9 12 58
9 7 59
12 11 60
11 11 61
12 6 62
11 4 63
13 15 64
12 6 65
6 6 66
15 3 67
6 13 68
2 13 69
16 10 70
14 5 71
3 6 72
7 11 73
7 3 74
+
5 13
2 1 0
3 10 1
5 4 2
1 9 3
5 4 4
2 8 5
3 4 6
4 2 7
4 5 8
2 7 9
2 9 10
5 5 11
2 12 12
4 11 13
4 1 14
1 10 15
2 4 16
5 13 17
5 2 18
2 1 19
5 6 20
3 2 21
1 11 22
1 8 23
4 10 24
3 2 25
5 4 26
1 4 27
1 6 28
4 12 29
3 8 30
5 6 31
3 4 32
2 4 33
2 8 34
1 8 35
4 7 36
2 13 37
1 7 38
5 9 39
1 6 40
1 10 41
+
20 20
8 14 0
8 19 1
1 8 2
3 14 3
15 11 4
8 17 5
4 11 6
14 7 7
3 2 8
11 2 9
5 1 10
5 11 11
15 11 12
18 11 13
9 17 14
12 9 15
2 17 16
1 12 17
6 14 18
15 9 19
16 19 20
12 17 21
10 11 22
15 5 23
15 9 24
9 9 25
7 19 26
9 9 27
17 3 28
9 4 29
13 5 30
20 2 31
6 6 32
5 10 33
17 5 34
10 12 35
17 6 36
+
5 9
2 7 0
2 3 1
3 1 2
3 9 3
3 2 4
2 2 5
4 4 6
4 7 7
1 8 8
1 8 9
2 2 10
3 6 11
3 1 12
3 7 13
2 5 14
4 7 15
4 6 16
2 3 17
2 3 18
1 5 19
1 1 20
3 4 21
1 1 22
3 5 23
4 9 24
5 7 25
2 3 26
1 9 27
5 6 28
1 4 29
5 5 30
3 5 31
3 8 32
1 8 33
3 1 34
5 1 35
1 6 36
2 3 37
+
7 8
6 2 0
7 4 1
1 3 2
4 3 3
4 6 4
4 5 5
6 5 6
3 2 7
5 6 8
7 1 9
5 7 10
4 6 11
7 5 12
1 3 13
1 4 14
7 7 15
7 6 16
5 8 17
4 6 18
2 5 19
2 4 20
7 1 21
6 3 22
1 3 23
4 6 24
4 7 25
5 4 26
5 7 27
6 5 28
7 1 29
6 6 30
3 2 31
2 3 32
2 6 33
6 7 34
4 7 35
7 8 36
5 6 37
5 5 38
6 6 39
7 1 40
3 3 41
1 1 42
2 3 43
3 7 44
6 2 45
6 4 46
4 8 47
6 4 48
5 5 49
1 8 50
6 6 51
6 5 52
2 7 53
6 8 54
6 1 55
1 6 56
7 6 57
2 4 58
4 3 59
6 3 60
3 5 61
7 4 62
4 3 63
6 3 64
6 1 65
2 2 66
5 1 67
6 5 68
6 3 69
7 2 70
+
5 13
2 12 0
2 11 1
4 7 2
1 13 3
5 11 4
3 11 5
5 5 6
5 12 7
4 8 8
1 5 9
2 10 10
1 10 11
1 2 12
3 1 13
2 4 14
4 1 15
5 11 16
1 10 17
3 7 18
3 7 19
2 8 20
4 12 21
5 12 22
1 2 23
3 11 24
3 3 25
5 7 26
1 9 27
5 7 28
5 12 29
2 12 30
3 13 31
3 7 32
5 10 33
1 5 34
1 7 35
3 8 36
5 13 37
5 7 38
2 11 39
4 7 40
2 10 41
4 11 42
1 6 43
2 6 44
5 7 45
5 11 46
3 4 47
2 8 48
3 4 49
1 10 50
5 1 51
3 2 52
4 10 53
3 10 54
3 10 55
4 5 56
2 12 57
3 12 58
3 1 59
3 12 60
2 3 61
3 6 62
4 1 63
3 11 64
4 1 65
5 13 66
3 6 67
1 4 68
1 3 69
1 8 70
3 9 71
2 9 72
3 10 73
+
18 11
8 7 0
14 3 1
3 9 2
14 4 3
14 1 4
16 6 5
1 3 6
3 8 7
1 4 8
9 4 9
12 2 10
6 2 11
15 6 12
9 8 13
4 11 14
13 1 15
1 7 16
3 7 17
8 5 18
9 5 19
9 8 20
16 7 21
6 8 22
3 8 23
18 7 24
13 11 25
13 8 26
18 5 27
11 9 28
3 11 29
4 11 30
16 2 31
15 4 32
15 6 33
5 2 34
10 3 35
4 3 36
17 1 37
6 9 38
11 11 39
11 6 40
15 9 41
9 3 42
16 11 43
11 8 44
9 10 45
9 4 46
11 5 47
17 8 48
8 9 49
14 8 50
1 8 51
+
12 4
4 4 0
4 4 1
2 2 2
12 3 3
7 1 4
11 1 5
3 3 6
2 2 7
6 1 8
12 1 9
4 4 10
4 2 11
12 3 12
9 3 13
9 2 14
1 2 15
1 4 16
6 3 17
4 1 18
2 4 19
7 4 20
7 2 21
2 3 22
5 4 23
8 4 24
6 2 25
6 2 26
10 2 27
10 1 28
11 1 29
9 2 30
10 3 31
10 3 32
10 4 33
9 4 34
5 1 35
10 4 36
9 1 37
7 2 38
1 1 39
12 3 40
11 4 41
7 1 42
8 1 43
7 1 44
8 2 45
8 2 46
7 1 47
1 1 48
1 4 49
6 2 50
3 3 51
6 1 52
9 1 53
3 1 54
9 1 55
6 2 56
4 2 57
5 3 58
6 1 59
7 3 60
11 3 61
8 3 62
2 3 63
3 4 64
7 3 65
9 1 66
7 1 67
8 4 68
+
20 1
12 1 0
18 1 1
5 1 2
17 1 3
13 1 4
8 1 5
20 1 6
6 1 7
10 1 8
12 1 9
9 1 10
15 1 11
4 1 12
8 1 13
6 1 14
17 1 15
12 1 16
11 1 17
17 1 18
11 1 19
2 1 20
20 1 21
19 1 22
16 1 23
17 1 24
7 1 25
10 1 26
20 1 27
8 1 28
15 1 29
3 1 30
16 1 31
4 1 32
10 1 33
8 1 34
2 1 35
6 1 36
8 1 37
8 1 38
14 1 39
6 1 40
4 1 41
7 1 42
15 1 43
3 1 44
15 1 45
8 1 46
10 1 47
8 1 48
15 1 49
14 1 50
7 1 51
3 1 52
9 1 53
18 1 54
8 1 55
4 1 56
16 1 57
4 1 58
14 1 59
6 1 60
17 1 61
10 1 62
16 1 63
5 1 64
2 1 65
12 1 66
4 1 67
+
1 13
1 8 0
1 3 1
1 13 2
1 12 3
1 12 4
1 3 5
1 2 6
+
8 3
1 2 0
3 1 1
7 1 2
8 3 3
4 3 4
7 1 5
3 3 6
3 2 7
8 3 8
8 2 9
5 3 10
2 1 11
1 1 12
6 1 13
8 1 14
6 3 15
5 2 16
8 3 17
1 1 18
4 1 19
1 2 20
7 3 21
6 2 22
4 2 23
4 3 24
2 3 25
3 2 26
8 3 27
1 1 28
4 3 29
2 2 30
3 2 31
3 1 32
1 3 33
2 1 34
7 1 35
3 2 36
4 2 37
4 2 38
3 3 39
6 2 40
3 3 41
5 1 42
7 1 43
7 3 44
4 2 45
6 2 46
6 3 47
5 3 48
8 3 49
7 2 50
7 1 51
4 3 52
4 1 53
8 2 54
2 1 55
4 2 56
2 1 57
1 2 58
2 1 59
7 3 60
1 3 61
2 1 62
5 3 63
8 1 64
2 1 65
2 3 66
5 1 67
3 1 68
2 1 69
6 1 70
2 2 71
5 3 72
1 3 73
4 1 74
1 3 75
7 2 76
1 2 77
4 3 78
2 3 79
8 2 80
6 3 81
3 2 82
8 2 83
7 2 84
5 1 85
1 3 86
3 2 87
8 2 88
8 2 89
3 3 90
3 2 91
2 3 92
5 2 93
6 2 94
8 1 95
1 2 96
6 1 97
+
18 3
12 1 0
5 3 1
17 3 2
15 3 3
15 2 4
18 1 5
3 1 6
9 2 7
10 3 8
10 2 9
7 2 10
+
15 18
9 1 0
11 2 1
2 8 2
14 14 3
13 16 4
15 4 5
8 5 6
11 1 7
+
16 3
12 3 0
15 2 1
5 3 2
7 1 3
5 3 4
2 2 5
14 1 6
16 2 7
14 1 8
7 3 9
12 3 10
+
7 7
7 7 0
2 4 1
4 3 2
4 5 3
2 3 4
2 6 5
2 3 6
1 2 7
3 6 8
2 7 9
1 4 10
2 5 11
1 7 12
4 2 13
4 5 14
7 1 15
1 3 16
1 1 17
5 7 18
5 6 19
1 4 20
6 4 21
2 4 22
5 4 23
1 2 24
1 6 25
2 1 26
3 7 27
1 2 28
5 2 29
4 5 30
4 1 31
6 3 32
6 4 33
2 2 34
6 2 35
3 6 36
2 6 37
4 1 38
7 1 39
7 5 40
5 1 41
6 3 42
1 4 43
6 5 44
4 5 45
2 5 46
5 6 47
5 2 48
7 6 49
5 4 50
2 6 51
7 4 52
4 2 53
+
15 4
10 1 0
2 3 1
4 2 2
12 2 3
5 4 4
14 3 5
15 2 6
13 4 7
1 3 8
11 1 9
12 1 10
1 3 11
8 4 12
7 3 13
14 2 14
12 1 15
5 3 16
9 3 17
6 3 18
15 3 19
9 4 20
11 1 21
11 3 22
8 4 23
10 3 24
2 4 25
11 2 26
6 1 27
1 1 28
9 3 29
15 4 30
1 2 31
11 1 32
2 3 33
4 4 34
2 1 35
8 2 36
+
2 3
1 3 0
1 3 1
2 2 2
2 1 3
2 3 4
1 1 5
1 1 6
1 3 7
1 1 8
2 2 9
2 1 10
1 1 11
2 3 12
2 3 13
2 2 14
1 1 15
2 2 16
1 2 17
1 2 18
2 2 19
1 1 20
1 2 21
2 3 22
2 3 23
2 1 24
1 1 25
2 2 26
1 2 27
2 1 28
1 2 29
2 1 30
1 1 31
2 1 32
2 1 33
1 3 34
1 1 35
1 2 36
2 3 37
1 1 38
1 3 39
2 1 40
1 2 41
2 3 42
2 3 43
2 2 44
2 3 45
1 2 46
1 3 47
2 1 48
1 3 49
1 3 50
1 2 51
1 1 52
1 3 53
+
18 8
9 6 0
17 2 1
15 8 2
11 5 3
2 4 4
6 8 5
2 8 6
16 4 7
6 2 8
15 8 9
7 6 10
6 5 11
5 1 12
6 4 13
4 3 14
9 1 15
7 3 16
4 3 17
2 8 18
9 8 19
17 7 20
12 1 21
18 8 22
4 4 23
15 8 24
12 2 25
17 2 26
8 4 27
9 6 28
10 8 29
11 5 30
4 1 31
2 1 32
10 2 33
3 6 34
17 8 35
3 3 36
18 6 37
9 7 38
1 3 39
4 8 40
1 8 41
2 7 42
9 7 43
4 6 44
1 1 45
17 5 46
7 1 47
15 6 48
5 5 49
15 4 50
2 2 51
9 3 52
8 3 53
3 8 54
4 8 55
7 4 56
+
12 18
5 3 0
5 9 1
11 12 2
12 9 3
7 7 4
11 13 5
7 7 6
7 2 7
9 13 8
12 13 9
4 5 10
10 8 11
1 14 12
8 11 13
12 18 14
7 14 15
9 12 16
2 17 17
3 1 18
12 3 19
12 7 20
9 16 21
4 14 22
12 9 23
2 12 24
8 13 25
3 14 26
8 9 27
7 1 28
12 14 29
7 10 30
6 7 31
4 3 32
12 15 33
9 15 34
9 18 35
5 7 36
10 6 37
7 9 38
1 16 39
2 15 40
2 18 41
5 2 42
4 18 43
1 10 44
10 10 45
4 9 46
1 1 47
5 11 48
5 10 49
11 1 50
11 11 51
7 12 52
5 17 53
7 14 54
5 9 55
8 5 56
4 5 57
7 13 58
7 10 59
7 18 60
3 8 61
7 5 62
4 17 63
4 1 64
4 2 65
10 10 66
2 7 67
12 3 68
8 14 69
3 13 70
12 6 71
12 5 72
9 5 73
4 9 74
1 5 75
10 4 76
5 1 77
4 12 78
12 5 79
8 3 80
7 2 81
7 18 82
6 10 83
10 8 84
8 16 85
3 7 86
10 6 87
10 10 88
7 17 89
6 2 90
6 14 91
1 14 92
12 14 93
6 10 94
11 14 95
11 18 96
8 7 97
+
9 3
8 2 0
6 2 1
2 2 2
4 2 3
8 2 4
9 2 5
4 2 6
+
3 5
1 4 0
1 1 1
1 5 2
1 3 3
1 4 4
1 2 5
3 1 6
2 1 7
3 1 8
1 2 9
2 2 10
2 4 11
2 2 12
+
20 15
16 6 0
3 12 1
3 10 2
20 7 3
13 8 4
15 7 5
2 13 6
16 6 7
19 5 8
19 15 9
14 13 10
11 7 11
14 15 12
11 15 13
5 1 14
19 15 15
17 15 16
15 9 17
6 6 18
8 10 19
19 10 20
7 14 21
6 13 22
10 5 23
19 12 24
7 6 25
18 6 26
8 4 27
3 6 28
2 9 29
19 5 30
4 13 31
4 5 32
+
5 8
3 8 0
2 1 1
2 6 2
2 1 3
3 6 4
1 5 5
3 1 6
1 3 7
1 1 8
2 4 9
1 1 10
5 6 11
4 1 12
2 6 13
5 4 14
3 5 15
3 6 16
4 7 17
2 5 18
1 1 19
1 5 20
2 4 21
2 6 22
1 1 23
3 6 24
4 2 25
2 4 26
4 1 27
2 3 28
2 1 29
3 7 30
4 6 31
5 1 32
4 2 33
1 4 34
1 4 35
4 1 36
4 5 37
4 8 38
5 4 39
2 5 40
5 8 41
3 7 42
4 8 43
4 4 44
2 4 45
3 8 46
5 3 47
3 6 48
4 8 49
5 8 50
1 4 51
2 2 52
3 3 53
1 4 54
3 7 55
4 2 56
5 7 57
1 5 58
5 1 59
3 8 60
4 5 61
4 2 62
1 1 63
5 1 64
1 3 65
2 1 66
1 4 67
1 6 68
3 1 69
4 4 70
4 2 71
3 6 72
3 6 73
3 5 74
4 4 75
3 8 76
3 8 77
3 1 78
2 2 79
3 8 80
2 5 81
3 7 82
4 7 83
2 7 84
1 5 85
2 2 86
1 5 87
2 2 88
4 7 89
5 4 90
4 1 91
5 7 92
4 6 93
5 1 94
2 2 95
2 8 96
2 8 97
4 2 98
+
5 13
3 8 0
3 4 1
3 10 2
1 7 3
5 2 4
4 12 5
4 1 6
4 5 7
4 12 8
3 5 9
2 13 10
2 11 11
1 4 12
4 5 13
4 10 14
4 6 15
5 10 16
2 13 17
5 4 18
4 3 19
2 2 20
1 8 21
1 2 22
3 1 23
4 10 24
1 11 25
2 13 26
5 3 27
3 10 28
1 4 29
5 11 30
4 1 31
5 1 32
1 3 33
3 2 34
3 12 35
4 4 36
5 2 37
2 3 38
4 8 39
2 5 40
4 2 41
5 4 42
4 8 43
3 13 44
1 6 45
2 2 46
1 3 47
2 9 48
4 2 49
4 3 50
2 5 51
3 5 52
4 11 53
2 1 54
2 5 55
5 10 56
1 7 57
1 7 58
4 1 59
1 13 60
2 5 61
2 4 62
4 2 63
5 4 64
2 8 65
5 7 66
3 1 67
3 6 68
1 13 69
4 6 70
2 1 71
4 1 72
4 4 73
3 5 74
3 5 75
1 3 76
4 6 77
1 4 78
2 1 79
4 6 80
1 9 81
1 12 82
3 9 83
2 2 84
2 6 85
5 3 86
2 9 87
2 1 88
4 8 89
2 10 90
2 6 91
4 7 92
3 12 93
4 5 94
+
3 11
1 10 0
2 6 1
1 9 2
3 1 3
1 7 4
1 11 5
3 8 6
3 9 7
3 1 8
3 10 9
3 7 10
2 5 11
3 1 12
3 7 13
3 5 14
3 6 15
2 7 16
1 9 17
1 3 18
1 8 19
3 10 20
2 6 21
1 10 22
2 5 23
1 5 24
1 9 25
2 8 26
1 6 27
3 4 28
3 2 29
1 2 30
2 1 31
2 5 32
2 11 33
3 10 34
3 8 35
1 11 36
3 10 37
3 2 38
2 11 39
2 4 40
3 10 41
2 7 42
2 10 43
3 5 44
3 1 45
2 10 46
3 8 47
1 6 48
2 4 49
3 6 50
1 7 51
3 7 52
1 3 53
3 10 54
2 10 55
2 3 56
1 9 57
2 9 58
1 6 59
3 11 60
3 10 61
2 9 62
2 11 63
3 8 64
3 11 65
1 4 66
3 10 67
1 7 68
2 6 69
1 10 70
+
7 12
7 10 0
4 11 1
2 12 2
2 1 3
3 3 4
1 6 5
4 5 6
1 11 7
7 10 8
4 12 9
6 5 10
4 10 11
7 9 12
3 5 13
2 12 14
5 7 15
2 11 16
2 5 17
5 2 18
6 11 19
2 8 20
6 7 21
6 9 22
7 8 23
2 2 24
6 8 25
3 5 26
4 9 27
7 9 28
3 6 29
7 3 30
6 1 31
4 11 32
5 11 33
5 12 34
2 4 35
7 5 36
1 12 37
5 11 38
4 5 39
3 12 40
6 8 41
6 7 42
7 10 43
4 10 44
2 8 45
6 4 46
7 9 47
2 5 48
5 12 49
1 6 50
6 8 51
1 2 52
1 2 53
7 8 54
4 3 55
4 8 56
6 1 57
7 2 58
2 11 59
2 12 60
4 7 61
1 9 62
7 4 63
3 3 64
2 10 65
7 9 66
7 12 67
6 4 68
5 9 69
2 9 70
+
7 12
5 2 0
1 6 1
6 3 2
2 10 3
2 5 4
2 4 5
1 8 6
6 2 7
5 8 8
3 2 9
7 11 10
3 11 11
3 4 12
3 5 13
7 9 14
3 7 15
3 6 16
5 4 17
4 9 18
6 6 19
1 12 20
1 12 21
5 2 22
2 7 23
5 4 24
6 7 25
2 8 26
2 12 27
5 4 28
6 5 29
5 4 30
+
13 7
6 5 0
10 2 1
6 3 2
10 5 3
11 3 4
6 6 5
8 7 6
6 3 7
8 4 8
4 5 9
12 4 10
9 6 11
7 5 12
13 7 13
9 4 14
13 2 15
10 7 16
6 1 17
12 3 18
13 7 19
4 6 20
5 5 21
13 5 22
2 7 23
6 5 24
3 7 25
9 6 26
9 3 27
3 2 28
7 5 29
7 6 30
2 6 31
10 2 32
12 7 33
10 4 34
4 4 35
4 6 36
3 1 37
4 1 38
6 6 39
6 1 40
11 6 41
4 5 42
2 6 43
7 7 44
13 3 45
8 1 46
7 2 47
6 3 48
12 5 49
10 1 50
5 5 51
10 5 52
11 4 53
13 1 54
13 6 55
2 1 56
10 3 57
9 5 58
3 2 59
6 5 60
7 7 61
+
11 19
9 16 0
7 13 1
2 13 2
2 3 3
10 11 4
6 7 5
1 8 6
2 12 7
10 7 8
4 15 9
1 8 10
4 9 11
2 6 12
+
7 16
4 12 0
7 16 1
3 16 2
5 13 3
7 11 4
6 5 5
5 6 6
4 11 7
1 12 8
5 11 9
7 15 10
5 8 11
4 11 12
+
20 6
1 6 0
14 2 1
12 2 2
5 3 3
4 2 4
11 6 5
5 4 6
19 6 7
3 3 8
7 2 9
12 2 10
10 5 11
7 4 12
2 1 13
19 4 14
8 1 15
11 1 16
8 6 17
7 6 18
11 5 19
19 4 20
14 4 21
17 4 22
3 5 23
8 5 24
13 1 25
2 6 26
7 2 27
18 6 28
7 4 29
10 4 30
13 2 31
18 5 32
9 1 33
20 5 34
5 1 35
10 4 36
17 3 37
8 2 38
+
12 7
2 5 0
2 1 1
6 5 2
6 6 3
10 7 4
10 4 5
7 3 6
7 5 7
7 1 8
9 6 9
4 5 10
2 3 11
5 1 12
9 7 13
4 2 14
1 2 15
4 4 16
10 5 17
8 3 18
4 4 19
12 2 20
12 4 21
3 1 22
3 5 23
12 6 24
11 3 25
7 6 26
8 1 27
6 5 28
7 3 29
4 6 30
12 5 31
9 5 32
10 4 33
8 5 34
12 3 35
5 6 36
2 2 37
9 4 38
6 2 39
3 3 40
6 6 41
10 7 42
4 7 43
8 6 44
12 5 45
9 3 46
9 6 47
7 3 48
9 3 49
4 5 50
8 2 51
1 6 52
7 2 53
8 2 54
3 2 55
6 7 56
8 1 57
5 7 58
9 4 59
2 5 60
6 7 61
8 7 62
6 6 63
7 6 64
10 4 65
7 4 66
6 5 67
12 2 68
12 1 69
1 2 70
10 1 71
+
7 2
5 2 0
1 1 1
1 2 2
2 2 3
1 1 4
6 1 5
1 2 6
5 2 7
6 1 8
4 1 9
5 2 10
2 1 11
3 1 12
7 2 13
4 2 14
5 2 15
2 2 16
1 1 17
1 1 18
2 1 19
2 2 20
2 1 21
1 1 22
3 2 23
7 1 24
1 2 25
3 2 26
2 1 27
1 2 28
5 1 29
5 2 30
7 1 31
5 1 32
7 1 33
5 2 34
2 1 35
4 2 36
7 1 37
5 1 38
1 1 39
2 2 40
7 1 41
4 1 42
2 1 43
2 1 44
3 1 45
4 1 46
2 2 47
3 1 48
2 1 49
7 1 50
4 1 51
5 1 52
6 1 53
2 1 54
+
16 10
14 6 0
15 6 1
14 5 2
15 7 3
6 3 4
15 4 5
4 10 6
9 3 7
10 2 8
1 8 9
3 3 10
13 4 11
7 8 12
12 5 13
5 5 14
2 1 15
3 2 16
12 6 17
15 9 18
3 1 19
4 5 20
4 4 21
13 8 22
9 4 23
8 1 24
10 9 25
11 5 26
3 6 27
3 3 28
9 2 29
12 9 30
6 2 31
4 6 32
16 8 33
15 10 34
7 9 35
14 1 36
6 10 37
2 4 38
6 5 39
9 6 40
11 2 41
3 8 42
11 5 43
7 7 44
6 8 45
6 1 46
4 5 47
8 8 48
7 2 49
14 3 50
8 5 51
5 9 52
12 10 53
6 3 54
11 6 55
1 4 56
16 7 57
4 1 58
4 6 59
4 4 60
7 5 61
6 8 62
+
12 14
3 13 0
8 6 1
11 7 2
4 2 3
12 13 4
7 8 5
3 4 6
12 14 7
6 12 8
11 6 9
2 8 10
2 8 11
9 3 12
10 5 13
12 9 14
11 12 15
2 6 16
7 14 17
12 13 18
7 11 19
9 4 20
7 4 21
5 11 22
6 2 23
4 6 24
2 12 25
5 2 26
1 1 27
5 14 28
7 2 29
7 4 30
8 13 31
1 5 32
10 9 33
5 8 34
5 4 35
4 1 36
2 12 37
12 14 38
12 7 39
5 8 40
12 10 41
3 11 42
10 14 43
8 14 44
7 8 45
6 9 46
2 7 47
5 5 48
8 5 49
5 13 50
6 8 51
7 10 52
11 6 53
2 9 54
5 2 55
10 14 56
7 4 57
3 3 58
+
16 15
13 10 0
8 9 1
+
16 17
4 14 0
8 15 1
15 14 2
13 11 3
10 1 4
2 9 5
2 15 6
15 13 7
12 2 8
6 5 9
11 14 10
9 11 11
15 1 12
8 5 13
13 10 14
1 17 15
1 2 16
9 13 17
4 6 18
7 14 19
8 17 20
6 1 21
5 12 22
16 10 23
6 16 24
3 10 25
12 15 26
11 14 27
7 16 28
12 13 29
14 11 30
6 3 31
8 15 32
2 4 33
10 3 34
5 2 35
5 15 36
12 16 37
4 7 38
15 2 39
8 14 40
1 14 41
16 11 42
10 16 43
10 12 44
6 17 45
6 10 46
16 1 47
+
14 9
12 1 0
7 8 1
5 2 2
12 3 3
5 8 4
1 9 5
12 5 6
2 4 7
3 4 8
6 2 9
6 2 10
5 5 11
2 7 12
8 2 13
8 9 14
8 6 15
14 3 16
5 9 17
9 1 18
6 3 19
13 4 20
3 1 21
5 3 22
4 8 23
6 8 24
2 2 25
10 2 26
12 3 27
1 3 28
4 8 29
14 3 30
8 3 31
3 4 32
7 8 33
5 7 34
3 8 35
8 7 36
+
12 14
3 2 0
12 7 1
7 12 2
10 12 3
2 7 4
3 6 5
10 10 6
3 3 7
3 1 8
8 1 9
10 7 10
9 12 11
4 4 12
2 11 13
3 6 14
7 7 15
9 7 16
8 6 17
